ha	40	2020-03-11T16:58:34.993
e	0	2020-03-11T16:58:53.707
hi	30	2020-03-11T17:02:07.841
hi	40	2020-03-11T17:03:05.748
v	0	2020-03-11T17:03:25.668
hi	30	2020-03-13T12:49:02.414
hi	60	2020-03-13T13:27:16.324
ew	0	2020-03-13T13:48:46.412
gi	350	2020-03-13T13:51:08.195
Eric	340	2020-03-13T13:57:24.369
Shiva	80	2020-03-13T13:59:35.058
